tick | mnemonic
1139 | if Z set: jmp @fetch
1140 | pc + extended(dr[22:0]) -> pc
1141 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1142 | dr[22:0] -> ar
1143 | mem(ar)[31:0] -> dr
1144 | dr[22:0] -> ar
1145 | mem(ar)[7:0] -> dr
1146 | dr[7:0] -> acc
1147 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1148 | dr[22:0] -> output address
1149 | acc -> output
1150 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1151 | dr[22:0] + pc -> ar
1152 | mem(ar)[31:0] -> dr
1153 | dr[31:0] -> acc
1154 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1155 | acc + 1 -> acc
1156 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1157 | dr[22:0] + pc -> ar
1158 | acc[31:0] -> mem(ar)
1159 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1160 | acc - extended(dr[22:0]) -> acc
1161 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1162 | acc - extended(dr[22:0]) -> acc
1163 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1164 | dr[22:0] + pc -> ar
1165 | mem(ar)[31:0] -> dr
1166 | acc - mem(ar) -> acc
1167 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1168 | if Z set: jmp @fetch
1169 | pc + extended(dr[22:0]) -> pc
1170 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1171 | dr[22:0] -> ar
1172 | mem(ar)[31:0] -> dr
1173 | dr[22:0] -> ar
1174 | mem(ar)[7:0] -> dr
1175 | dr[7:0] -> acc
1176 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1177 | dr[22:0] -> output address
1178 | acc -> output
1179 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1180 | dr[22:0] + pc -> ar
1181 | mem(ar)[31:0] -> dr
1182 | dr[31:0] -> acc
1183 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1184 | acc + 1 -> acc
1185 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1186 | dr[22:0] + pc -> ar
1187 | acc[31:0] -> mem(ar)
1188 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1189 | acc - extended(dr[22:0]) -> acc
1190 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1191 | acc - extended(dr[22:0]) -> acc
1192 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1193 | dr[22:0] + pc -> ar
1194 | mem(ar)[31:0] -> dr
1195 | acc - mem(ar) -> acc
1196 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1197 | if Z set: jmp @fetch
1198 | pc + extended(dr[22:0]) -> pc
1199 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1200 | dr[22:0] -> ar
1201 | mem(ar)[31:0] -> dr
1202 | dr[22:0] -> ar
1203 | mem(ar)[7:0] -> dr
1204 | dr[7:0] -> acc
1205 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1206 | dr[22:0] -> output address
1207 | acc -> output
1208 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1209 | dr[22:0] + pc -> ar
1210 | mem(ar)[31:0] -> dr
1211 | dr[31:0] -> acc
1212 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1213 | acc + 1 -> acc
1214 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1215 | dr[22:0] + pc -> ar
1216 | acc[31:0] -> mem(ar)
1217 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1218 | acc - extended(dr[22:0]) -> acc
1219 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1220 | acc - extended(dr[22:0]) -> acc
1221 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1222 | dr[22:0] + pc -> ar
1223 | mem(ar)[31:0] -> dr
1224 | acc - mem(ar) -> acc
1225 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1226 | if Z set: jmp @fetch
1227 | pc + extended(dr[22:0]) -> pc
1228 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1229 | dr[22:0] -> ar
1230 | mem(ar)[31:0] -> dr
1231 | dr[22:0] -> ar
1232 | mem(ar)[7:0] -> dr
1233 | dr[7:0] -> acc
1234 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1235 | dr[22:0] -> output address
1236 | acc -> output
1237 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1238 | dr[22:0] + pc -> ar
1239 | mem(ar)[31:0] -> dr
1240 | dr[31:0] -> acc
1241 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1242 | acc + 1 -> acc
1243 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1244 | dr[22:0] + pc -> ar
1245 | acc[31:0] -> mem(ar)
1246 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1247 | acc - extended(dr[22:0]) -> acc
1248 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1249 | acc - extended(dr[22:0]) -> acc
1250 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1251 | dr[22:0] + pc -> ar
1252 | mem(ar)[31:0] -> dr
1253 | acc - mem(ar) -> acc
1254 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1255 | if Z set: jmp @fetch
1256 | pc + extended(dr[22:0]) -> pc
1257 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1258 | dr[22:0] -> ar
1259 | mem(ar)[31:0] -> dr
1260 | dr[22:0] -> ar
1261 | mem(ar)[7:0] -> dr
1262 | dr[7:0] -> acc
1263 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1264 | dr[22:0] -> output address
1265 | acc -> output
1266 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1267 | dr[22:0] + pc -> ar
1268 | mem(ar)[31:0] -> dr
1269 | dr[31:0] -> acc
1270 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1271 | acc + 1 -> acc
1272 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1273 | dr[22:0] + pc -> ar
1274 | acc[31:0] -> mem(ar)
1275 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1276 | acc - extended(dr[22:0]) -> acc
1277 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1278 | acc - extended(dr[22:0]) -> acc
1279 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1280 | dr[22:0] + pc -> ar
1281 | mem(ar)[31:0] -> dr
1282 | acc - mem(ar) -> acc
1283 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1284 | if Z set: jmp @fetch
1285 | pc + extended(dr[22:0]) -> pc
1286 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1287 | dr[22:0] -> ar
1288 | mem(ar)[31:0] -> dr
1289 | dr[22:0] -> ar
1290 | mem(ar)[7:0] -> dr
1291 | dr[7:0] -> acc
1292 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1293 | dr[22:0] -> output address
1294 | acc -> output
1295 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1296 | dr[22:0] + pc -> ar
1297 | mem(ar)[31:0] -> dr
1298 | dr[31:0] -> acc
1299 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1300 | acc + 1 -> acc
1301 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1302 | dr[22:0] + pc -> ar
1303 | acc[31:0] -> mem(ar)
1304 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1305 | acc - extended(dr[22:0]) -> acc
1306 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1307 | acc - extended(dr[22:0]) -> acc
1308 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1309 | dr[22:0] + pc -> ar
1310 | mem(ar)[31:0] -> dr
1311 | acc - mem(ar) -> acc
1312 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1313 | if Z set: jmp @fetch
1314 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1315 | dr[22:0] + pc -> ar
1316 | mem(ar)[7:0] -> dr
1317 | dr[7:0] -> acc
1318 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1319 | dr[22:0] -> output address
1320 | acc -> output
1321 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1322 | halt
-------------------------------------------------
Program executed after 1322 ticks. Final state:
in: 
[]
out: 
['W', 'h', 'a', 't', ' ', 'i', 's', ' ', 'y', 'o', 'u', 'r', ' ', 'n', 'a', 'm', 'e', '?', 'H', 'e', 'l', 'l', 'o', ',', ' ', 'A', 's', 't', 'r', 'o', 's', 'o', 'u', 'p', '!']
memory_dump:
  [0x0000] 03 00 00 bd 0a 80 00 04 07 80 00 ac 07 00 00 b8
  [0x0010] 13 80 00 00 03 80 00 a0 02 00 00 00 07 80 00 98
  [0x0020] 0c 80 00 bd 0c 80 00 04 0d 00 00 91 16 ff ff dc
  [0x0030] 03 00 00 d7 0a 80 00 04 0b 00 00 9b 07 80 00 78
  [0x0040] 12 80 00 00 07 80 00 8b 12 80 00 00 0a 00 00 b8
  [0x0050] 03 80 00 64 02 00 00 00 07 80 00 5c 0c 80 00 d7
  [0x0060] 0c 80 00 04 0d 00 00 6f 0d 00 00 67 16 ff ff d8
  [0x0070] 03 80 00 5f 0b 00 00 5f 07 80 00 5b 03 00 00 d7
  [0x0080] 0a 80 00 04 07 80 00 30 07 00 00 b8 13 80 00 00
  [0x0090] 03 80 00 24 02 00 00 00 07 80 00 1c 0c 80 00 d7
  [0x00a0] 0c 80 00 04 0d 00 00 2f 16 ff ff dc 06 00 00 0c
  [0x00b0] 13 80 00 00 00 80 00 00 00 00 00 eb 21 00 00 00
  [0x00c0] 12 57 68 61 74 20 69 73 20 79 6f 75 72 20 6e 61
  [0x00d0] 6d 65 3f 00 00 00 09 00 00 00 10 48 65 6c 6c 6f
  [0x00e0] 2c 20 41 73 74 72 6f 73 6f 75 70 00 00 00 00 00
  [0x00f0] 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
